query_id,query,desired_location,profile_skills,desired_experience,workplace_preference,desired_job_types,job_id,title,company,description,location,workplace,experience_level,job_type,posted_at,skills,salary,url,source,label
query-0089,entry Product Designer,"Toronto, Canada",design systems|usability|figma,entry,remote,contract,query-0089-job-3,DevOps Engineer,Orbit Works,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability python terraform aws in a collaborative team.,"New York, USA",onsite,senior,contract,2026-04-27 15:00:00+00:00,observability|python|terraform|aws,"$90,000 - $140,000",https://jobs.example/query-0089-job-3,synthetic,0
query-0257,mid Technical Product Manager,"Toronto, Canada",analytics|sql|discovery,mid,remote,full time,query-0257-job-2,Technical Product Manager,Orbit Works,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires entry experience and attendance in Remote.",Remote,onsite,entry,part time,2026-04-30 15:00:00+00:00,analytics|sql,"$90,000 - $140,000",https://jobs.example/query-0257-job-2,synthetic,0
query-0085,entry Security Engineer,"London, UK",threat modeling|siem|incident response,entry,remote,full time,query-0085-job-6,DevOps Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws linux terraform observability in a collaborative team.,"Berlin, Germany",hybrid,lead,full time,2026-05-15 04:00:00+00:00,aws|linux|terraform|observability,"$90,000 - $140,000",https://jobs.example/query-0085-job-6,synthetic,0
query-0254,lead Product Designer,"New York, USA",prototyping|figma|design systems,lead,onsite,contract,query-0254-job-7,Cloud Engineer,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with terraform linux aws python in a collaborative team.,"New York, USA",onsite,mid,part time,2026-04-26 01:00:00+00:00,terraform|linux|aws|python,,https://jobs.example/query-0254-job-7,synthetic,0
query-0245,senior UX Designer,"London, UK",research|figma|usability,senior,onsite,full time,query-0245-job-4,UI Engineer,Helio Systems,We are hiring someone to build accessible responsive web applications and design systems. You will work with css typescript html react in a collaborative team.,"Toronto, Canada",hybrid,senior,full time,2026-05-26 22:00:00+00:00,css|typescript|html|react,"$90,000 - $140,000",https://jobs.example/query-0245-job-4,synthetic,0
query-0038,lead Machine Learning Engineer,"Toronto, Canada",nlp|sql|mlops,lead,hybrid,contract,query-0038-job-1,Technical Specialist,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with nlp sql mlops scikit learn in a collaborative team.,"Toronto, Canada",hybrid,lead,contract,2026-05-12 20:00:00+00:00,nlp|sql|mlops|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0038-job-1,synthetic,1
query-0026,senior Product Designer,"New York, USA",design systems|usability|research,senior,remote,contract,query-0026-job-1,Creative Specialist,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems usability research figma in a collaborative team.,"New York, USA",remote,senior,contract,2026-05-07 18:00:00+00:00,design systems|usability|research|figma,"$90,000 - $140,000",https://jobs.example/query-0026-job-1,synthetic,1
query-0107,lead SOC Analyst,"Berlin, Germany",threat modeling|cloud security|incident response,lead,remote,full time,query-0107-job-6,ML Engineer,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with python sql nlp mlops in a collaborative team.,"New York, USA",hybrid,lead,contract,2026-05-01 06:00:00+00:00,python|sql|nlp|mlops,"$90,000 - $140,000",https://jobs.example/query-0107-job-6,synthetic,0
query-0281,lead DevOps Engineer,"Toronto, Canada",python|observability|linux,lead,remote,full time,query-0281-job-2,DevOps Engineer,Orbit Works,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires mid experience and attendance in Remote.",Remote,onsite,mid,part time,2026-04-21 05:00:00+00:00,aws|observability,,https://jobs.example/query-0281-job-2,synthetic,0
query-0297,entry Technical Product Manager,"New York, USA",sql|roadmaps|analytics,entry,remote,full time,query-0297-job-3,Application Security Engineer,Orbit Works,We are hiring someone to protect applications investigate threats and improve security controls. You will work with threat modeling incident response cloud security python in a collaborative team.,"New York, USA",remote,senior,full time,2026-05-10 20:00:00+00:00,threat modeling|incident response|cloud security|python,"$90,000 - $140,000",https://jobs.example/query-0297-job-3,synthetic,0
query-0213,senior Technical Product Manager,Remote,analytics|agile|sql,senior,remote,full time,query-0213-job-2,Technical Product Manager,Vertex Studio,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires entry experience and attendance in New York, USA.","New York, USA",onsite,entry,part time,2026-05-20 13:00:00+00:00,agile|discovery,"$90,000 - $140,000",https://jobs.example/query-0213-job-2,synthetic,0
query-0147,senior Python Developer,"New York, USA",redis|python|docker,senior,hybrid,full time,query-0147-job-2,Python Developer,Northstar Labs,"Role focused on develop scalable backend services APIs and distributed systems, but requires mid experience and attendance in Remote.",Remote,hybrid,mid,part time,2026-05-09 19:00:00+00:00,docker|fastapi,"$90,000 - $140,000",https://jobs.example/query-0147-job-2,synthetic,0
query-0264,lead Applied AI Engineer,"New York, USA",pytorch|sql|python,lead,remote,full time,query-0264-job-6,Python Developer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python fastapi docker rest api in a collaborative team.,"London, UK",hybrid,mid,full time,2026-05-19 16:00:00+00:00,python|fastapi|docker|rest api,,https://jobs.example/query-0264-job-6,synthetic,0
query-0095,entry Frontend Engineer,"London, UK",testing|css|typescript,entry,remote,contract,query-0095-job-5,UX Researcher,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma usability research prototyping in a collaborative team.,"London, UK",onsite,lead,full time,2026-05-09 03:00:00+00:00,figma|usability|research|prototyping,"$90,000 - $140,000",https://jobs.example/query-0095-job-5,synthetic,0
query-0239,mid Frontend Engineer,"London, UK",typescript|react|testing,mid,remote,full time,query-0239-job-3,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma design systems usability research in a collaborative team.,Remote,remote,entry,part time,2026-05-28 00:00:00+00:00,figma|design systems|usability|research,"$90,000 - $140,000",https://jobs.example/query-0239-job-3,synthetic,0
query-0241,entry Python Developer,"London, UK",redis|docker|rest api,entry,onsite,full time,query-0241-job-0,Python Developer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with redis docker rest api fastapi in a collaborative team.,"London, UK",onsite,entry,full time,2026-05-15 11:00:00+00:00,redis|docker|rest api|fastapi,"$90,000 - $140,000",https://jobs.example/query-0241-job-0,synthetic,1
query-0138,mid Backend Engineer,"New York, USA",redis|rest api|docker,mid,hybrid,contract,query-0138-job-2,Backend Engineer,Northstar Labs,"Role focused on develop scalable backend services APIs and distributed systems, but requires lead experience and attendance in Toronto, Canada.","Toronto, Canada",hybrid,lead,contract,2026-05-06 23:00:00+00:00,python|redis,"$90,000 - $140,000",https://jobs.example/query-0138-job-2,synthetic,0
query-0295,mid Machine Learning Engineer,"London, UK",mlops|nlp|pytorch,mid,onsite,contract,query-0295-job-0,Machine Learning Engineer,Maple Cloud,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with mlops nlp pytorch in a collaborative team.,"London, UK",onsite,mid,contract,2026-05-12 09:00:00+00:00,mlops|nlp|pytorch,"$90,000 - $140,000",https://jobs.example/query-0295-job-0,synthetic,1
query-0060,senior Cloud Engineer,"New York, USA",observability|linux|aws,senior,remote,full time,query-0060-job-3,Python Developer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with rest api fastapi redis postgresql in a collaborative team.,Remote,hybrid,lead,contract,2026-05-01 20:00:00+00:00,rest api|fastapi|redis|postgresql,"$90,000 - $140,000",https://jobs.example/query-0060-job-3,synthetic,0
query-0165,senior Cloud Engineer,Remote,observability|python|linux,senior,hybrid,full time,query-0165-job-1,Infrastructure Specialist,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with observability python linux in a collaborative team.,Remote,hybrid,senior,full time,2026-04-21 08:00:00+00:00,observability|python|linux,"$90,000 - $140,000",https://jobs.example/query-0165-job-1,synthetic,1
query-0034,senior API Engineer,"Berlin, Germany",python|rest api|postgresql,senior,remote,full time,query-0034-job-5,Product Owner,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with analytics discovery sql agile in a collaborative team.,Remote,onsite,entry,part time,2026-05-28 15:00:00+00:00,analytics|discovery|sql|agile,"$90,000 - $140,000",https://jobs.example/query-0034-job-5,synthetic,0
query-0147,senior Python Developer,"New York, USA",redis|python|docker,senior,hybrid,full time,query-0147-job-1,Software Specialist,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with redis python docker fastapi in a collaborative team.,"New York, USA",hybrid,senior,full time,2026-05-03 21:00:00+00:00,redis|python|docker|fastapi,"$90,000 - $140,000",https://jobs.example/query-0147-job-1,synthetic,1
query-0027,entry UI Engineer,"New York, USA",react|css|testing,entry,onsite,full time,query-0027-job-5,Backend Engineer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with fastapi redis python rest api in a collaborative team.,"Berlin, Germany",remote,entry,full time,2026-05-27 00:00:00+00:00,fastapi|redis|python|rest api,"$90,000 - $140,000",https://jobs.example/query-0027-job-5,synthetic,0
query-0128,entry Application Security Engineer,"New York, USA",python|threat modeling|incident response,entry,hybrid,full time,query-0128-job-3,UX Designer,Maple Cloud,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems usability figma prototyping in a collaborative team.,"Toronto, Canada",remote,senior,part time,2026-04-24 06:00:00+00:00,design systems|usability|figma|prototyping,,https://jobs.example/query-0128-job-3,synthetic,0
query-0071,entry DevOps Engineer,"Toronto, Canada",terraform|observability|kubernetes,entry,onsite,full time,query-0071-job-3,Product Owner,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with analytics roadmaps sql experimentation in a collaborative team.,Remote,onsite,entry,part time,2026-04-18 07:00:00+00:00,analytics|roadmaps|sql|experimentation,"$90,000 - $140,000",https://jobs.example/query-0071-job-3,synthetic,0
query-0051,mid ML Engineer,"New York, USA",sql|pytorch|python,mid,remote,full time,query-0051-job-3,Data Entry Specialist,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems figma research usability in a collaborative team.,"New York, USA",remote,mid,full time,2026-05-20 10:00:00+00:00,design systems|figma|research|usability,,https://jobs.example/query-0051-job-3,synthetic,0
query-0141,senior Product Designer,Remote,design systems|usability|research,senior,remote,full time,query-0141-job-5,Machine Learning Engineer,Orbit Works,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with scikit learn python sql nlp in a collaborative team.,"Berlin, Germany",hybrid,mid,contract,2026-05-28 03:00:00+00:00,scikit learn|python|sql|nlp,"$90,000 - $140,000",https://jobs.example/query-0141-job-5,synthetic,0
query-0288,mid SOC Analyst,"London, UK",threat modeling|incident response|python,mid,remote,full time,query-0288-job-6,Technical Product Manager,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with experimentation discovery agile roadmaps in a collaborative team.,Remote,remote,senior,full time,2026-05-17 08:00:00+00:00,experimentation|discovery|agile|roadmaps,"$90,000 - $140,000",https://jobs.example/query-0288-job-6,synthetic,0
query-0073,mid Frontend Engineer,"New York, USA",html|react|css,mid,remote,contract,query-0073-job-1,Product Engineer,Northstar Labs,We are hiring someone to build accessible responsive web applications and design systems. You will work with html react css typescript in a collaborative team.,"New York, USA",remote,mid,contract,2026-05-02 20:00:00+00:00,html|react|css|typescript,,https://jobs.example/query-0073-job-1,synthetic,1
query-0225,entry Application Security Engineer,"Berlin, Germany",python|siem|incident response,entry,remote,full time,query-0225-job-5,DevOps Engineer,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws python linux kubernetes in a collaborative team.,"Berlin, Germany",remote,entry,part time,2026-05-20 19:00:00+00:00,aws|python|linux|kubernetes,,https://jobs.example/query-0225-job-5,synthetic,0
query-0242,mid DevOps Engineer,Remote,linux|python|terraform,mid,hybrid,full time,query-0242-job-4,Backend Engineer,Orbit Works,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python fastapi postgresql redis in a collaborative team.,"Toronto, Canada",hybrid,entry,full time,2026-04-21 15:00:00+00:00,python|fastapi|postgresql|redis,,https://jobs.example/query-0242-job-4,synthetic,0
query-0299,mid UX Researcher,"Berlin, Germany",usability|figma|design systems,mid,remote,full time,query-0299-job-1,Creative Specialist,Northstar Labs,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with usability figma design systems prototyping in a collaborative team.,"Berlin, Germany",remote,mid,full time,2026-05-12 10:00:00+00:00,usability|figma|design systems|prototyping,"$90,000 - $140,000",https://jobs.example/query-0299-job-1,synthetic,1
query-0177,mid UX Designer,"London, UK",design systems|figma|usability,mid,onsite,full time,query-0177-job-3,Application Security Engineer,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with siem python threat modeling incident response in a collaborative team.,"Berlin, Germany",onsite,entry,contract,2026-04-20 14:00:00+00:00,siem|python|threat modeling|incident response,"$90,000 - $140,000",https://jobs.example/query-0177-job-3,synthetic,0
query-0084,mid Data Platform Engineer,"London, UK",airflow|python|spark,mid,onsite,full time,query-0084-job-2,Data Platform Engineer,Northstar Labs,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires entry experience and attendance in Berlin, Germany.","Berlin, Germany",onsite,entry,part time,2026-04-26 14:00:00+00:00,sql|dbt,,https://jobs.example/query-0084-job-2,synthetic,0
query-0244,entry Cloud Engineer,"New York, USA",linux|terraform|kubernetes,entry,remote,contract,query-0244-job-5,Product Manager,Maple Cloud,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with analytics experimentation discovery sql in a collaborative team.,"Berlin, Germany",hybrid,senior,contract,2026-05-17 23:00:00+00:00,analytics|experimentation|discovery|sql,"$90,000 - $140,000",https://jobs.example/query-0244-job-5,synthetic,0
query-0055,lead Data Platform Engineer,"New York, USA",sql|dbt|airflow,lead,hybrid,full time,query-0055-job-7,SOC Analyst,Orbit Works,We are hiring someone to protect applications investigate threats and improve security controls. You will work with cloud security python incident response siem in a collaborative team.,"London, UK",remote,senior,contract,2026-05-20 05:00:00+00:00,cloud security|python|incident response|siem,"$90,000 - $140,000",https://jobs.example/query-0055-job-7,synthetic,0
query-0135,senior Data Platform Engineer,"London, UK",spark|sql|dbt,senior,remote,full time,query-0135-job-3,Data Entry Specialist,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python cloud security siem threat modeling in a collaborative team.,"London, UK",remote,entry,contract,2026-05-12 12:00:00+00:00,python|cloud security|siem|threat modeling,,https://jobs.example/query-0135-job-3,synthetic,0
query-0274,senior SOC Analyst,"Toronto, Canada",incident response|siem|threat modeling,senior,hybrid,full time,query-0274-job-1,Risk Specialist,Maple Cloud,We are hiring someone to protect applications investigate threats and improve security controls. You will work with incident response siem threat modeling cloud security in a collaborative team.,"Toronto, Canada",hybrid,senior,full time,2026-05-27 22:00:00+00:00,incident response|siem|threat modeling|cloud security,"$90,000 - $140,000",https://jobs.example/query-0274-job-1,synthetic,1
query-0194,mid Python Developer,"Toronto, Canada",rest api|fastapi|python,mid,remote,full time,query-0194-job-7,Analytics Engineer,Maple Cloud,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with spark kafka dbt sql in a collaborative team.,"New York, USA",onsite,mid,part time,2026-05-13 20:00:00+00:00,spark|kafka|dbt|sql,"$90,000 - $140,000",https://jobs.example/query-0194-job-7,synthetic,0
query-0267,lead DevOps Engineer,"New York, USA",python|linux|observability,lead,remote,full time,query-0267-job-0,DevOps Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python linux observability in a collaborative team.,"New York, USA",remote,lead,full time,2026-05-07 07:00:00+00:00,python|linux|observability,,https://jobs.example/query-0267-job-0,synthetic,1
query-0183,mid Backend Engineer,"Toronto, Canada",redis|docker|python,mid,remote,full time,query-0183-job-7,Application Security Engineer,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with incident response siem threat modeling cloud security in a collaborative team.,"Berlin, Germany",onsite,lead,part time,2026-05-31 16:00:00+00:00,incident response|siem|threat modeling|cloud security,"$90,000 - $140,000",https://jobs.example/query-0183-job-7,synthetic,0
query-0187,entry API Engineer,"London, UK",docker|postgresql|redis,entry,remote,full time,query-0187-job-7,UI Engineer,Helio Systems,We are hiring someone to build accessible responsive web applications and design systems. You will work with typescript react html webpack in a collaborative team.,"New York, USA",hybrid,senior,contract,2026-05-21 00:00:00+00:00,typescript|react|html|webpack,"$90,000 - $140,000",https://jobs.example/query-0187-job-7,synthetic,0
query-0103,entry UX Designer,Remote,research|design systems|prototyping,entry,onsite,full time,query-0103-job-5,Application Security Engineer,Northstar Labs,We are hiring someone to protect applications investigate threats and improve security controls. You will work with siem threat modeling incident response cloud security in a collaborative team.,"Berlin, Germany",onsite,mid,full time,2026-05-21 12:00:00+00:00,siem|threat modeling|incident response|cloud security,,https://jobs.example/query-0103-job-5,synthetic,0
query-0005,lead UX Designer,"Toronto, Canada",research|prototyping|design systems,lead,hybrid,full time,query-0005-job-5,Product Owner,Northstar Labs,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with roadmaps analytics experimentation discovery in a collaborative team.,"Toronto, Canada",hybrid,lead,part time,2026-05-26 19:00:00+00:00,roadmaps|analytics|experimentation|discovery,"$90,000 - $140,000",https://jobs.example/query-0005-job-5,synthetic,0
query-0262,mid SOC Analyst,Remote,incident response|python|cloud security,mid,onsite,contract,query-0262-job-6,Product Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with usability prototyping design systems figma in a collaborative team.,"Toronto, Canada",hybrid,entry,part time,2026-05-22 07:00:00+00:00,usability|prototyping|design systems|figma,"$90,000 - $140,000",https://jobs.example/query-0262-job-6,synthetic,0
query-0297,entry Technical Product Manager,"New York, USA",sql|roadmaps|analytics,entry,remote,full time,query-0297-job-2,Technical Product Manager,Orbit Works,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires mid experience and attendance in Remote.",Remote,onsite,mid,part time,2026-05-16 15:00:00+00:00,roadmaps|experimentation,,https://jobs.example/query-0297-job-2,synthetic,0
query-0036,lead SOC Analyst,"London, UK",cloud security|incident response|python,lead,hybrid,full time,query-0036-job-6,UX Researcher,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with design systems usability research figma in a collaborative team.,Remote,remote,lead,part time,2026-05-22 01:00:00+00:00,design systems|usability|research|figma,"$90,000 - $140,000",https://jobs.example/query-0036-job-6,synthetic,0
query-0177,mid UX Designer,"London, UK",design systems|figma|usability,mid,onsite,full time,query-0177-job-2,UX Designer,Orbit Works,"Role focused on research user needs and design intuitive digital product experiences, but requires lead experience and attendance in Berlin, Germany.","Berlin, Germany",onsite,lead,contract,2026-04-22 00:00:00+00:00,prototyping|research,,https://jobs.example/query-0177-job-2,synthetic,0
query-0073,mid Frontend Engineer,"New York, USA",html|react|css,mid,remote,contract,query-0073-job-4,Cloud Engineer,Vertex Studio,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with python terraform observability linux in a collaborative team.,"Toronto, Canada",onsite,mid,contract,2026-05-22 00:00:00+00:00,python|terraform|observability|linux,"$90,000 - $140,000",https://jobs.example/query-0073-job-4,synthetic,0
query-0234,mid Frontend Engineer,"London, UK",css|testing|html,mid,remote,contract,query-0234-job-4,API Engineer,Vertex Studio,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with python postgresql fastapi redis in a collaborative team.,"London, UK",onsite,senior,contract,2026-04-30 05:00:00+00:00,python|postgresql|fastapi|redis,"$90,000 - $140,000",https://jobs.example/query-0234-job-4,synthetic,0
query-0247,senior Machine Learning Engineer,"Berlin, Germany",scikit learn|pytorch|python,senior,remote,full time,query-0247-job-4,UX Researcher,Vertex Studio,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with prototyping figma research design systems in a collaborative team.,"Berlin, Germany",remote,senior,contract,2026-04-30 05:00:00+00:00,prototyping|figma|research|design systems,,https://jobs.example/query-0247-job-4,synthetic,0
query-0171,mid Product Owner,"London, UK",experimentation|analytics|agile,mid,remote,full time,query-0171-job-2,Product Owner,Northstar Labs,"Role focused on lead product discovery strategy experiments and cross functional delivery, but requires lead experience and attendance in Remote.",Remote,onsite,lead,contract,2026-05-24 14:00:00+00:00,agile|discovery,"$90,000 - $140,000",https://jobs.example/query-0171-job-2,synthetic,0
query-0215,entry UX Designer,Remote,prototyping|figma|usability,entry,hybrid,full time,query-0215-job-3,Security Engineer,Helio Systems,We are hiring someone to protect applications investigate threats and improve security controls. You will work with python cloud security threat modeling incident response in a collaborative team.,"Berlin, Germany",onsite,senior,contract,2026-05-04 02:00:00+00:00,python|cloud security|threat modeling|incident response,,https://jobs.example/query-0215-job-3,synthetic,0
query-0251,mid Product Designer,"Berlin, Germany",figma|prototyping|design systems,mid,onsite,full time,query-0251-job-0,Product Designer,Orbit Works,We are hiring someone to research user needs and design intuitive digital product experiences. You will work with figma prototyping design systems in a collaborative team.,"Berlin, Germany",onsite,mid,full time,2026-04-19 00:00:00+00:00,figma|prototyping|design systems,,https://jobs.example/query-0251-job-0,synthetic,1
query-0158,senior Machine Learning Engineer,"Toronto, Canada",sql|python|nlp,senior,onsite,full time,query-0158-job-4,Analytics Engineer,Vertex Studio,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with airflow dbt spark python in a collaborative team.,"London, UK",remote,entry,full time,2026-06-01 10:00:00+00:00,airflow|dbt|spark|python,,https://jobs.example/query-0158-job-4,synthetic,0
query-0054,lead Application Security Engineer,"Berlin, Germany",incident response|siem|python,lead,hybrid,full time,query-0054-job-4,Frontend Engineer,Maple Cloud,We are hiring someone to build accessible responsive web applications and design systems. You will work with webpack html react css in a collaborative team.,Remote,remote,lead,part time,2026-05-06 23:00:00+00:00,webpack|html|react|css,"$90,000 - $140,000",https://jobs.example/query-0054-job-4,synthetic,0
query-0100,entry Data Engineer,Remote,spark|airflow|kafka,entry,remote,full time,query-0100-job-2,Data Engineer,Northstar Labs,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires lead experience and attendance in London, UK.","London, UK",onsite,lead,full time,2026-05-09 09:00:00+00:00,python|sql,"$90,000 - $140,000",https://jobs.example/query-0100-job-2,synthetic,0
query-0194,mid Python Developer,"Toronto, Canada",rest api|fastapi|python,mid,remote,full time,query-0194-job-0,Python Developer,Maple Cloud,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with rest api fastapi python in a collaborative team.,"Toronto, Canada",remote,mid,full time,2026-04-29 22:00:00+00:00,rest api|fastapi|python,"$90,000 - $140,000",https://jobs.example/query-0194-job-0,synthetic,1
query-0049,mid ML Engineer,"London, UK",sql|mlops|pytorch,mid,remote,full time,query-0049-job-1,Technical Specialist,Orbit Works,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql mlops pytorch python in a collaborative team.,"London, UK",remote,mid,full time,2026-05-06 08:00:00+00:00,sql|mlops|pytorch|python,,https://jobs.example/query-0049-job-1,synthetic,1
query-0238,senior UX Designer,"Toronto, Canada",research|usability|prototyping,senior,remote,full time,query-0238-job-6,API Engineer,Northstar Labs,We are hiring someone to develop scalable backend services APIs and distributed systems. You will work with docker postgresql python rest api in a collaborative team.,"Berlin, Germany",remote,senior,part time,2026-05-25 08:00:00+00:00,docker|postgresql|python|rest api,"$90,000 - $140,000",https://jobs.example/query-0238-job-6,synthetic,0
query-0066,mid Analytics Engineer,"Berlin, Germany",kafka|python|sql,mid,onsite,full time,query-0066-job-6,Site Reliability Engineer,Maple Cloud,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with aws python terraform linux in a collaborative team.,Remote,onsite,mid,contract,2026-04-27 12:00:00+00:00,aws|python|terraform|linux,"$90,000 - $140,000",https://jobs.example/query-0066-job-6,synthetic,0
query-0003,entry SOC Analyst,"Berlin, Germany",python|threat modeling|siem,entry,onsite,full time,query-0003-job-6,Frontend Engineer,Vertex Studio,We are hiring someone to build accessible responsive web applications and design systems. You will work with testing react typescript html in a collaborative team.,"Toronto, Canada",remote,lead,contract,2026-04-27 22:00:00+00:00,testing|react|typescript|html,"$90,000 - $140,000",https://jobs.example/query-0003-job-6,synthetic,0
query-0146,senior UI Engineer,Remote,html|typescript|testing,senior,remote,full time,query-0146-job-3,Machine Learning Engineer,Helio Systems,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with mlops sql nlp scikit learn in a collaborative team.,"London, UK",remote,senior,contract,2026-05-09 20:00:00+00:00,mlops|sql|nlp|scikit learn,"$90,000 - $140,000",https://jobs.example/query-0146-job-3,synthetic,0
query-0249,lead UX Designer,"New York, USA",prototyping|usability|design systems,lead,remote,full time,query-0249-job-4,Machine Learning Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with sql python mlops nlp in a collaborative team.,"Toronto, Canada",remote,entry,full time,2026-04-30 03:00:00+00:00,sql|python|mlops|nlp,,https://jobs.example/query-0249-job-4,synthetic,0
query-0093,senior Data Engineer,"Toronto, Canada",python|spark|dbt,senior,remote,contract,query-0093-job-2,Data Engineer,Northstar Labs,"Role focused on design reliable data pipelines warehouses and streaming platforms, but requires mid experience and attendance in New York, USA.","New York, USA",onsite,mid,part time,2026-05-08 10:00:00+00:00,spark|sql,"$90,000 - $140,000",https://jobs.example/query-0093-job-2,synthetic,0
query-0198,mid Technical Product Manager,"Berlin, Germany",sql|roadmaps|agile,mid,remote,full time,query-0198-job-0,Technical Product Manager,Orbit Works,We are hiring someone to lead product discovery strategy experiments and cross functional delivery. You will work with sql roadmaps agile in a collaborative team.,"Berlin, Germany",remote,mid,full time,2026-05-20 12:00:00+00:00,sql|roadmaps|agile,,https://jobs.example/query-0198-job-0,synthetic,1
query-0279,mid Analytics Engineer,Remote,kafka|python|sql,mid,hybrid,contract,query-0279-job-1,Platform Specialist,Maple Cloud,We are hiring someone to design reliable data pipelines warehouses and streaming platforms. You will work with kafka python sql in a collaborative team.,Remote,hybrid,mid,contract,2026-05-26 11:00:00+00:00,kafka|python|sql,"$90,000 - $140,000",https://jobs.example/query-0279-job-1,synthetic,1
query-0143,mid Site Reliability Engineer,"Toronto, Canada",observability|terraform|linux,mid,hybrid,full time,query-0143-job-2,Site Reliability Engineer,Maple Cloud,"Role focused on operate cloud infrastructure delivery pipelines and reliable services, but requires entry experience and attendance in London, UK.","London, UK",hybrid,entry,contract,2026-05-15 04:00:00+00:00,kubernetes|terraform,"$90,000 - $140,000",https://jobs.example/query-0143-job-2,synthetic,0
query-0197,lead API Engineer,"New York, USA",postgresql|rest api|redis,lead,remote,full time,query-0197-job-2,API Engineer,Maple Cloud,"Role focused on develop scalable backend services APIs and distributed systems, but requires senior experience and attendance in Remote.",Remote,onsite,senior,part time,2026-05-15 05:00:00+00:00,postgresql|docker,"$90,000 - $140,000",https://jobs.example/query-0197-job-2,synthetic,0
query-0289,mid DevOps Engineer,"New York, USA",kubernetes|terraform|aws,mid,hybrid,contract,query-0289-job-1,Infrastructure Specialist,Helio Systems,We are hiring someone to operate cloud infrastructure delivery pipelines and reliable services. You will work with kubernetes terraform aws python in a collaborative team.,"New York, USA",hybrid,mid,contract,2026-05-19 16:00:00+00:00,kubernetes|terraform|aws|python,"$90,000 - $140,000",https://jobs.example/query-0289-job-1,synthetic,1
query-0265,entry Security Engineer,"New York, USA",incident response|threat modeling|siem,entry,onsite,full time,query-0265-job-5,ML Engineer,Vertex Studio,We are hiring someone to build production machine learning systems and deploy predictive models. You will work with pytorch scikit learn nlp python in a collaborative team.,"London, UK",onsite,senior,contract,2026-04-19 06:00:00+00:00,pytorch|scikit learn|nlp|python,,https://jobs.example/query-0265-job-5,synthetic,0
